94::Beautiful Girls::Beautiful Girls::1996::Matt Dillon|Noah Emmerich|Annabeth Gish|Lauren Holly|Timothy Hutton|Rosie O'Donnell|Max Perlich|Martha Plimpton|Natalie Portman|Michael Rapaport|Mira Sorvino|Uma Thurman|Pruitt Taylor Vince|Anne Bobby|Richard Bright
95::Broken Arrow::Broken Arrow::1996::John Travolta|Christian Slater|Samantha Mathis|Delroy Lindo|Bob Gunton|Frank Whaley|Howie Long|Vondie Curtis-Hall|Jack Thompson|Vyto Ruginis|Ousaun Elam|Shaun Toub|Casey Biggs|Jeffrey Stephan|Joey Box
96::In the Bleak Midwinter::In the Bleak Midwinter::1995::Richard Briers|Hetta Charnley|Joan Collins|Nicholas Farrell|Mark Hadfield|Gerard Horan|Celia Imrie|Michael Maloney|Jennifer Saunders|Julia Sawalha|John Sessions|Ann Davies|James D. White|Robert Hines|Allie Byrne
97::Hate::"Hate (Haine, La) "::1995::Vincent Cassel|Hubert KoundÈ|SaÔd Taghmaoui|Abdel Ahmed Ghili|Solo|Joseph Momo|HÈloÔse Rauth|Rywka Wajsbrot|Olga Abrego|Laurent Labasse|Choukri Gabteni|Nabil Ben Mhamed|BenoÓt Magimel|MÈdard Niang|Arash Mansour
98::Shopping::Shopping::1994::Sadie Frost|Jude Law|Sean Pertwee|Fraser James|Sean Bean|Marianne Faithfull|Jonathan Pryce|Daniel Newman|Lee Whitlock|Ralph Ineson|Eamonn Walker|Jason Isaacs|Chris Constantinou|Tilly Vosburgh|Melanie Hill
99::Heidi Fleiss::Heidi Fleiss:: Hollywood Madam::1995::Nick Broomfield|Nina Xining Zuo
100::City Hall::City Hall::1996::Al Pacino|John Cusack|Bridget Fonda|Danny Aiello|Martin Landau|David Paymer|Anthony Franciosa|Richard Schiff|Lindsay Duncan|Nestor Serrano|Mel Winkler|Luna Lauren Velez|Chloe Morris|Ian Quinlan|Roberta Peters
101::Bottle Rocket::Bottle Rocket::1996::Luke Wilson|Owen Wilson|Ned Dowd|Shea Fowler|Haley Miller|Robert Musgrave|Andrew Wilson|Brian Tenenbaum|Jenni Tooley|Temple Nash|Dipak Pallana|Darryl Cox|Stephen Dignan|Lumi Cavazos|Julie Mayfield
102::Mr. Wrong::Mr. Wrong::1996::Ellen DeGeneres|Bill Pullman|Joan Cusack|Dean Stockwell|Joan Plowright|John Livingston|Robert Goulet|Ellen Cleghorne|Hope Davis|Brad William Henke|Christine Cattell|Peter White|Polly Holliday|Briant Wells|Camille Saviola
103::Unforgettable::Unforgettable::1996::Ray Liotta|Linda Fiorentino|Peter Coyote|Christopher McDonald|David Paymer|Duncan Fraser|Caroline Elliott|Colleen Rennison|Kim Cattrall|Stellina Rusich|Kim Coates|Suzy Joachim|Garwin Sanford|Jenafor Ryane|Jim Broyden
104::Happy Gilmore::Happy Gilmore::1996::Adam Sandler|Christopher McDonald|Julie Bowen|Frances Bay|Carl Weathers|Allen Covert|Robert Smigel|Bob Barker|Richard Kiel|Dennis Dugan|Joe Flaherty|Lee Trevino|Kevin Nealon|Verne Lundquist|Jared Van Snellenberg
105::"Bridges of Madison County, The"::"Bridges of Madison County, The "::1995::Clint Eastwood|Meryl Streep|Annie Corley|Victor Slezak|Jim Haynie|Sarah Zahn|Christopher Kroon|Phyllis Lyons|Debra Monk|Richard Lage|Michelle Benes|Alison Wiegert|Brandon Bobst|Pearl Faessler|R.E. 'Stick' Faessler
106::Nobody Loves Me::Nobody Loves Me (Keiner liebt mich)::1994::Maria Schrader|Pierre Sanoussi-Bliss|Michael von Au|Elisabeth Trissenaar|Ingo Naujoks|Joachim KrÛl|Peggy Parnass|Lorose Keller|Anya Hoffmann|Erwin Grosche|Roland Kabelitz|Steffen Gr‰bner|Oliver N‰gele|Ute Maria Lerner|Laura Medinger
107::Muppet Treasure Island::Muppet Treasure Island::1996::Tim Curry|Billy Connolly|Jennifer Saunders|Kevin Bishop|Dave Goelz|Steve Whitmire|Jerry Nelson|Kevin Clash|Bill Barretta|Frank Oz|John Henson|Danny Blackner|Peter Geeves|Harry Jones|David J. Nicholls
108::Catwalk::Catwalk::1995::Christy Turlington|Azzedine AlaÔa|Giorgio Armani|Nadja Auermann|Sandra Bernhard|Kate Betts|Brandi|Carla Bruni|Naomi Campbell|Nino Cerruti|Helena Christensen|Francesco Clemente|Grace Coddington|Cindy Crawford|Rufus Crawford
109::Headless Body in Topless Bar::Headless Body in Topless Bar::1995::Raymond J. Barry|Rustam Branaman|Jennifer MacDonald|Taylor Nichols|David Selby|Paul Williams|April Grace|Biff Yeager|Tom Bresnahan|Deborah De Voto
110::Braveheart::Braveheart::1995::James Robinson|Sean Lawlor|Sandy Nelson|James Cosmo|Sean McGinley|Alan Tall|Andrew Weir|Gerda Stevenson|Ralph Riach|Mhairi Calvey|Brian Cox|Patrick McGoohan|Peter Hanly|Sophie Marceau|Stephen Billington
111::Taxi Driver::Taxi Driver::1976::Diahnne Abbott|Robinson Frank Adu|Victor Argo|Gino Ardito|Garth Avery|Peter Boyle|Albert Brooks|Harry Cohn|Copper Cunningham|Robert De Niro|Brenda Dickson|Harry Fischler|Jodie Foster|Nat Grant|Leonard Harris
112::Rumble in the Bronx::Rumble in the Bronx::1995::Jackie Chan|Anita Mui|FranÁoise Yip|Bill Tung|Marc Akerstream|Garvin Cross|Morgan Lam|Ailen Sit|Man-Ching Chan|Fred Andrucci|Mark Antoniuk|Lauro David Chartrand-DelValle|Chris Franco|Lance Gibson|David Hooper
113::Before and After::Before and After::1996::Meryl Streep|Liam Neeson|Edward Furlong|Julia Weldon|Alfred Molina|Daniel von Bargen|John Heard|Ann Magnuson|Alison Folland|Kaiulani Lee|Larry Pine|Ellen Lancaster|Wesley Addy|Oliver Graney|Bernadette Quigley
114::Margaret's Museum::Margaret's Museum::1995::Helena Bonham Carter|Clive Russell|Craig Olejnik|Kate Nelligan|Kenneth Welsh|Andrea Morris|Peter Boretski|Barrie Dunn|Norma Dell'Agnese|Glenn Wadman|Elizabeth Richardson|Ida Donovan|Gordon Joe|Wayne Reynolds|Murdoch MacDonald
115::Happiness Is in the Field::Happiness Is in the Field::1995::Michel Serrault|Eddy Mitchell|Sabine AzÈma|Carmen Maura|FranÁois Morel|Guilaine Londez|Virginie Darmon|Alexandra London|Christophe Kourotchkine|Jean Bousquet|Eric Cantona|JoÎl Cantona|Catherine Jacob|Daniel Russo|Roger Gicquel
116::Anne Frank Remembered::Anne Frank Remembered::1995::Kenneth Branagh|Janny Brandes-Brilslijper|Glenn Close|Rose De Liema|Sal De Liema|Buddy Elias|Bloeme Evers|Anne Frank|Edith Frank|Margot Frank|Miep Gies|Frieda Menco|Werner Peter Pfeffer|Hannah Pick-Goslar|Joely Richardson
117::"Young Poisoner's Handbook, The"::"Young Poisoner's Handbook, The "::1995::Tobias Arnold|Ruth Sheen|Roger Lloyd Pack|Hugh O'Conor|Norman Caro|Dorothea Alexander|Charlotte Coleman|Paul Stacey|Samantha Edmonds|Robert Demeger|Jack Deam|Peter Pacey|Joost Siedhoff|Vilma Hollingbery|Frank Mills
118::If Lucy Fell::If Lucy Fell::1996::Sarah Jessica Parker|Eric Schaeffer|Ben Stiller|Elle Macpherson|James Rebhorn|Robert John Burke|David Thornton|Bill Sage|Dominic Chianese|Scarlett Johansson|Michael Storms|Jason Myers|Emily Hart|Paul Greco|Mujibur Rahman
119::"Steal Big, Steal Little"::"Steal Big, Steal Little "::1995::Andy Garcia|Alan Arkin|Rachel Ticotin|Joe Pantoliano|Holland Taylor|Ally Walker|David Ogden Stiers|Charles Rocket|Richard Bradford|Kevin McCarthy|Nathan Davis|Dominik Garcia|Mike Nussbaum|Rita Taggart|Takaaki Ishibashi
120::Race the Sun::Race the Sun::1996::Halle Berry|Jim Belushi|Bill Hunter|Casey Affleck|Eliza Dushku|Kevin Tighe|Anthony Ruivivar|J. Moki Cho|Dion Basco|Sara Tanaka|Nadja Pionilla|Adriane Napualani Uganiza|Steve Zahn|Robert Hughes|Jeff Truman
121::"Boys of St. Vincent, The"::"Boys of St. Vincent, The "::1993::Henry Czerny|Johnny Morina|Brian Dooley|Philip Dinn|Brian Dodd|Ashley Billard|Jeremy Keefe|Jonathan Lewis|Michael Wade|Greg Thomey|Alain Goulem|Ed Martin|Maurice Podbrey|Sam Grana|Aidan Devine
122::Boomerang::Boomerang::1992::Eddie Murphy|Robin Givens|Halle Berry|David Alan Grier|Martin Lawrence|Grace Jones|Geoffrey Holder|Eartha Kitt|Chris Rock|Tisha Campbell-Martin|Lela Rochon|John Witherspoon|Bebe Drake|John Canada Terrell|Leonard Jackson
123::Chungking Express::Chungking Express::1994::Brigitte Lin|Tony Chiu-Wai Leung|Faye Wong|Takeshi Kaneshiro|Valerie Chow|Jinquan Chen|Lee-Na Kwan|Zhiming Huang|Liang Zhen|Songshen Zuo
124::"Star Maker, The"::"Star Maker, The (Uomo delle stelle, L') "::1995::Sergio Castellitto|Tiziana Lodato|Franco Scaldati|Leopoldo Trieste|Clelia Rondinella|Tano Cimarosa|Nicola Di Pinto|Costantino Carrozza|Jane Alexander|Tony Sperandeo|Leo Gullotta|Luigi Maria Burruano|Carmelo Di Mazzarelli|Antonella Attili|Domenico Dolce
125::Flirting With Disaster::Flirting With Disaster::1996::Ben Stiller|Patricia Arquette|TÈa Leoni|Mary Tyler Moore|George Segal|Alan Alda|Lily Tomlin|Richard Jenkins|Josh Brolin|Celia Weston|Glenn Fitzgerald|Beth Stern|Cynthia LaMontagne|David Patrick Kelly|John Ford Noonan
126::"NeverEnding Story III, The"::"NeverEnding Story III, The "::1994::Jason James Richter|Melody Kay|Jack Black|Carole Finn|Ryan Bollman|Freddie Jones|Julie Cox|Moya Brady|Tony Robinson|Thomas Petruo|Tracey Ellis|Kevin McNulty|Nicole Parker|Adrien Dorval|Kaefan Shaw
127::"Silence of the Palace, The"::"Silence of the Palace, The (Saimt el Qusur) "::1994::Amel Hedhili|Najia Ouerghi|Hind Sabri|Fatma Ben SaÔdane|Zahira Ben Ammar|Sabah Bouzouita|Sonia Meddeb|HÈlËne Catzaras|Ghalia Lacroix|Michket Krifa|Hichem Rostom|Kamel Touati|Kamel Fazaa|Sami Bouajila|Hatem Berrabeh
128::Jupiter's Wife::Jupiter's Wife::1994::Maggie Cogan|Katina Pendleton
129::Pie in the Sky::Pie in the Sky::1995::Josh Charles|Anne Heche|John Goodman|Christine Lahti|Christine Ebersole|Peter Riegert|Dey Young|Bob Balaban|Wil Wheaton|Jesse Stock|A.J. Marton|Alison Chalmers|Kevin Scannell|Brian Davila|John Orofino
130::Angela::Angela::1995::Miranda Rhyne|Charlotte Eve Blythe|Anna Levine|John Ventimiglia|Ruth Maleczech|Vincent Gallo|Garrett Bemer|Peter Facinelli|Hynden Walch|Henry Stram|Caitlin Hall|Frances Conroy|Gerard Lyons III|Rodger L. Phillips|Io Tillett Wright
131::Frankie Starlight::Frankie Starlight::1995::Corban Walker|Niall Toibin|Owen Roe|Gabriel Byrne|Anne Parillaud|Alan Devine|Edward Naessens|Laurent Mellet|Ulrich Funke|Guy Verame|Christine Keane|Victoria Begeja|Julian Negulesco|Jean-Claude Frissung|Corine Blue
132::Jade::Jade::1995::David Caruso|Linda Fiorentino|Chazz Palminteri|Richard Crenna|Michael Biehn|Donna Murphy|Ken King|Holt McCallany|David Hunt|Angie Everhart|Kevin Tighe|Robin Thomas|Jay Jacobus|Victoria Smith|Drew Snyder
133::Nueba Yol::Nueba Yol::1995::Luisito MartÌ|Caridad Ravelo|Ra˙l Carbonell|Rafael Villalona|Joel Garcia|Randolph Feliz|Alfonso Zayas|Bersaida Vega|Rosalba Rolon|Manny Gironny|Ledesma|Rafael Decena|Graciela Mas|Carlota Carretero|FermÌn Su·rez
134::Sonic Outlaws::Sonic Outlaws::1995::Lloyd Dunn|Chris Grigg|Mark Hosler|Don Joyce|Doug Kahn|Casey Kasem|Alan Korn|Richard Lyons|Paul Neff|John Oswald|Josh Pearson|David 'Weatherman' Wills
135::Down Periscope::Down Periscope::1996::Kelsey Grammer|Lauren Holly|Rob Schneider|Harry Dean Stanton|Bruce Dern|William H. Macy|Ken Hudson Campbell|Toby Huss|Duane Martin|Jonathan Penner|Bradford Tatum|Harland Williams|Rip Torn|James Martin Jr.|Jordan Marder
136::From the Journals of Jean Seberg::From the Journals of Jean Seberg::1995::Mary Beth Hurt|Jean Seberg
137::Man of the Year::Man of the Year::1995::Vivian Paxton|Claudette Sutherland|Michael Ornstein|Cal Bartlett|Mary Stein|Dirk Shafer|Beth Broderick|Cynthia Szigeti|Dennis Bailey|Charles Sloane|Patricia Domiano|Dawn Christie|Phyllis Franklin|Bill Brochtrup|Lu Leonard
138::"Neon Bible, The"::"Neon Bible, The "::1995::Jacob Tierney|Drake Bell|Gena Rowlands|Diana Scarwid|Denis Leary|Bob Hannah|Aaron Frisch|Charles Franzen|Leo Burmester|Sherry Velvet|Stephanie Astalos-Jones|Ian Shearer|Joan Glover|Jill Jane Clements|Tom Turbiville
139::Target::Target::1995::Mohan Agashe|Barun Chakraborty|Champa|Gyanesh Mukherjee|Om Puri|Anjan Srivastav|
140::Up Close and Personal::Up Close and Personal::1996::Raa Marchant
141::"Birdcage, The"::"Birdcage, The "::1996::Robin Williams|Gene Hackman|Nathan Lane|Dianne Wiest|Dan Futterman|Calista Flockhart|Hank Azaria|Christine Baranski|Tom McGowan|Grant Heslov|Kirby Mitchell|James Lally|Luca Tommassini|Luis Camacho|AndrÈ Fuentes
142::Shadows::Shadows (Cienie)::1988::Zygmunt Bielawski|Jerzy Binczycki|Mieczyslaw Janowski|Jerzy Kaszubowski|Andrzej Kowalik|Bogdan Kuczkowski|Eugeniusz Kujawski|Igor Kujawski|Eliasz Kuziemski|Slawa Kwasniewska|Boguslaw Linda|Beata Maj|Ludomir Olszewski|Ryszard Radwanski|Beata Redodober
143::Gospa::Gospa::1995::Martin Sheen|Michael York|Morgan Fairchild|Paul Guilfoyle|George Coe|Ray Girardin|Frank Finlay|Tony Zazula|William Hootkins|Angelo Santiago|Mustafa Nadarevic|Zlatko Crnkovic
144::"Brothers McMullen, The"::"Brothers McMullen, The "::1995::Shari Albert|Maxine Bahns|Catharine Bolz|Connie Britton|Edward Burns|Peter Johansen|Jennifer Jostyn|Michael McGlone|Elizabeth McKay|Jack Mulcahy
145::Bad Boys::Bad Boys::1995::Lisa Boyle|Michael Taliferro|Emmanuel Xuereb|TchÈky Karyo|Marc Macaulay|Ralph Gonzalez|Vic Manni|Frank John Hughes|Mike Kirton|Martin Lawrence|Will Smith|Will Knickerbocker|Theresa Randle|Tiffany Samuels|Cory Hodges
146::"Amazing Panda Adventure, The"::"Amazing Panda Adventure, The "::1995::Stephen Lang|Ryan Slater|Yi Ding|Wang Fei|Zhou Jian Zhong|Yao Er Ga|O Mi Jia Can|Cheu Gang|He Yu|Yeh Hui|Shou Wei|Isabella Hofmann|Brian Wagner|Joanne Dorian|Doug Abrahams
147::"Basketball Diaries, The"::"Basketball Diaries, The "::1995::Leonardo DiCaprio|Lorraine Bracco|Marilyn Sokol|James Madio|Patrick McGaw|Mark Wahlberg|Roy Cooper|Vincent Pastore|Bruno Kirby|Jimmy Papiris|Nick Gaetani|Alexander Chaplin|Ben Jorgensen|Josh Mostel|Juliette Lewis
148::"Awfully Big Adventure, An"::"Awfully Big Adventure, An "::1995::Alan Rickman|Hugh Grant|Georgina Cates|Alun Armstrong|Peter Firth|Prunella Scales|Rita Tushingham|Alan Cox|Edward Petherbridge|Nicola Pagett|Carol Drinkwater|Clive Merrison|Gerard McSorley|Ruth McCabe|James Frain
149::Amateur::Amateur::1994::Isabelle Huppert|Martin Donovan|Elina Lˆwensohn|Damian Young|Chuck Montgomery|Dave Simonds|Pamela Stewart|Erica Gimpel|Jan Leslie Harding|Terry Alexander|Holt McCallany|Hugh Palmer|Michael Imperioli|Angel Caban|Emmanuel Xuereb
150::Apollo 13::Apollo 13::1995::Tom Hanks|Bill Paxton|Kevin Bacon|Gary Sinise|Ed Harris|Kathleen Quinlan|Mary Kate Schellhardt|Emily Ann Lloyd|Miko Hughes|Max Elliott Slade|Jean Speegle Howard|Tracy Reiner|David Andrews|Michele Little|Chris Ellis
151::Rob Roy::Rob Roy::1995::Liam Neeson|Jessica Lange|John Hurt|Tim Roth|Eric Stoltz|Andrew Keir|Brian Cox|Brian McCardie|Gilbert Martin|Vicki Masson|Gilly Gilchrist|Jason Flemyng|Ewan Stewart|David Hayman|Brian McArthur
152::"Addiction, The"::"Addiction, The "::1995::Lili Taylor|Christopher Walken|Annabella Sciorra|Edie Falco|Paul Calderon|Fredro Starr|Kathryn Erbe|Michael Imperioli|Jamal Simmons|Robert W. Castle|Michael A. Fella|Louis Katz|Leroy Johnson|Fred Williams|Avron Coleman
153::Batman Forever::Batman Forever::1995::Val Kilmer|Tommy Lee Jones|Jim Carrey|Nicole Kidman|Chris O'Donnell|Michael Gough|Pat Hingle|Drew Barrymore|Debi Mazar|Elizabeth Sanders|Rene Auberjonois|Joe Grifasi|Philip Moon|Jessica Tuck|Dennis Paladino
154::Belle de jour::Belle de jour::1967::Catherine Deneuve|Jean Sorel|Michel Piccoli|GeneviËve Page|Pierre ClÈmenti|FranÁoise Fabian|Macha MÈril|Muni|Maria Latour|Claude Cerval|Michel Charrel|Iska Khan|Bernard Musson|Marcel Charvey|FranÁois Maistre
155::Beyond Rangoon::Beyond Rangoon::1995::Patricia Arquette|U Aung Ko|Frances McDormand|Spalding Gray|Tiara Jacquelina|Kuswadinata|Victor Slezak|Jit Murad|Ye Myint|Cho Cho Myint|Johnny Cheah|Haji Mohd Rajoli|Azmi Hassan|Ahmad Fithi|Adelle Lutz
156::Blue in the Face::Blue in the Face::1995::Lou Reed|Michael J. Fox|Roseanne Barr|Mel Gorham|Jim Jarmusch|Lily Tomlin|Jared Harris|Giancarlo Esposito|Malik Yoba|JosÈ Z˙Òiga|Victor Argo|Stephen Gevedon|The John Lurie National Orchestra|Madonna|Sharif Rashed
157::Canadian Bacon::Canadian Bacon::1994::John Candy|Alan Alda|Rhea Perlman|Kevin Pollak|Rip Torn|Kevin J. O'Connor|Bill Nunn|G.D. Spradlin|Steven Wright|Jim Belushi|Brad Sullivan|Stanley Anderson|Richard Council|Wallace Shawn|Michael Copeman
158::Casper::Casper::1995::Chauncey Leopardi|Spencer Vrooman|Malachi Pearson|Cathy Moriarty|Eric Idle|Ben Stein|Don Novello|Fred Rogers|Terry Murphy|Bill Pullman|Christina Ricci|Ernestine Mercer|Doug Bruckner|Joe Nipote|Joe Alaskey
159::Clockers::Clockers::1995::Harvey Keitel|John Turturro|Delroy Lindo|Mekhi Phifer|Isaiah Washington|Keith David|Peewee Love|Regina Taylor|Thomas Jefferson Byrd|Sticky Fingaz|Fredro Starr|Elvis Nolasco|Lawrence B. Adisa|Hassan Johnson|Frances Foster
160::Congo::Congo::1995::Laura Linney|Dylan Walsh|Ernie Hudson|Tim Curry|Grant Heslov|Joe Don Baker|Lola Noh|Mary Ellen Trainor|Misty Rosas|Stuart Pankin|Carolyn Seymour|Romy Rosemont|James Karen|Bill Pugin|Lawrence T. Wrentz
161::Crimson Tide::Crimson Tide::1995::Denzel Washington|Gene Hackman|Matt Craven|George Dzundza|Viggo Mortensen|James Gandolfini|Rocky Carroll|Jaime Gomez|Michael Milhoan|Scott Burkholder|Danny Nucci|Lillo Brancato|Eric Bruskotter|Ricky Schroder|Steve Zahn
162::Crumb::Crumb::1994::Robert Crumb|Aline Kominsky-Crumb|Charles Crumb|Maxon Crumb|Robert Hughes|Martin Muller|Don Donahue|Dana Morgan|Trina Robbins|Spain Rodriguez|Bill Griffith|Deirdre English|Peggy Orenstein|Beatrice Crumb|Kathy Goodell
163::Desperado::Desperado::1995::Antonio Banderas|Salma Hayek|Joaquim de Almeida|Cheech Marin|Steve Buscemi|Carlos GÛmez|Quentin Tarantino|Tito Larriva|Angel Aviles|Danny Trejo|Abraham Verduzco|Carlos Gallardo|Albert Michel Jr.|David Alvarado|Angela Lanza
164::Devil in a Blue Dress::Devil in a Blue Dress::1995::Denzel Washington|Tom Sizemore|Jennifer Beals|Don Cheadle|Maury Chaykin|Terry Kinney|Mel Winkler|Albert Hall|Lisa Nicole Carson|Jernard Burks|David Fonteno|John Roselius|Beau Starr|Steven Randazzo|Scott Lincoln
165::Die Hard::Die Hard:: With a Vengeance::1995::Jeff Fahey|Pierce Brosnan|Jenny Wright|Mark Bringelson|Geoffrey Lewis|Jeremy Slate|Dean Norris|Colleen Coffey|Jim Landis|Troy Evans|Rosalee Mayeux|Austin O'Brien|Michael Gregory|Joe Hart|John Laughlin
166::"Doom Generation, The"::"Doom Generation, The "::1995::James Duval|Rose McGowan|Johnathon Schaech|Cress Williams|Skinny Puppy|Dustin Nguyen|Margaret Cho|Lauren Tewes|Christopher Knight|Nicky Katt|Johanna Went|Perry Farrell|Amanda Bearse|Parker Posey|Salvator Xuereb
167::Feast of July::Feast of July::1995::Embeth Davidtz|Tom Bell|Gemma Jones|James Purefoy|Ben Chaplin|Kenneth Anderson|Greg Wise|David Neal|Julian Protheroe|Mark Neal|Tim Preece|Daphne Neville|Charles De'Ath|Colin Prockter|Richard Hope
168::First Knight::First Knight::1995::Sean Connery|Richard Gere|Julia Ormond|Ben Cross|Liam Cunningham|Christopher Villiers|Valentine Pelka|Colin McCormack|Ralph Ineson|John Gielgud|Stuart Bunce|Jane Robbins|Jean Marie Coffey|Paul Kynman|Tom Lucy
169::Free Willy 2::Free Willy 2:: The Adventure Home::1995::Jason James Richter|Francis Capra|Mary Kate Schellhardt|August Schellenberg|Michael Madsen|Jayne Atkinson|Mykelti Williamson|Elizabeth PeÒa|Jon Tenney|Paul Tuerpe|M. Emmet Walsh|John Considine|Steve Kahan|Neal Matarazzo|Al Sapienza
170::Hackers::Hackers::1995::Jonny Lee Miller|Angelina Jolie|Jesse Bradford|Matthew Lillard|Laurence Mason|Renoly Santiago|Fisher Stevens|Alberta Watson|Darren Lee|Peter Y. Kim|Ethan Browne|Lorraine Bracco|Wendell Pierce|Michael Gaston|Marc Anthony
171::Jeffrey::Jeffrey::1995::Steven Weber|Peter Jacobson|Tom Cayler|David Thornton|Lee Mark Nelson|John Ganun|Michael T. Weiss|Joe Dain|Jeffrey Ross|Irma St. Paule|Patrick Stewart|Nicky Paraiso|K. Todd Freeman|Robert Klein|Patti Ann O'Connell
172::Johnny Mnemonic::Johnny Mnemonic::1995::Keanu Reeves|Dina Meyer|Ice-T|Takeshi Kitano|Denis Akiyama|Dolph Lundgren|Henry Rollins|Barbara Sukowa|Udo Kier|Tracy Tweed|Falconer Abraham|Don Francks|Diego Chambers|Sherry Miller|Arthur Eng
173::Judge Dredd::Judge Dredd::1995::Sylvester Stallone|Armand Assante|Rob Schneider|J¸rgen Prochnow|Max von Sydow|Diane Lane|Joanna Miles|Joan Chen|Balthazar Getty|Maurice RoÎves|Ian Dury|Christopher Adamson|Ewen Bremner|Peter Marinker|Angus MacInnes
174::Jury Duty::Jury Duty::1995::Pauly Shore|Tia Carrere|Stanley Tucci|Brian Doyle-Murray|Abe Vigoda|Charles Napier|Richard Edson|Richard Riehle|Alex Datcher|Richard T. Jones|Sharon Barr|Jack McGee|Nick Bakay|Ernie Lee Banks|Shelley Winters
175::Kids::Kids::1995::Leo Fitzpatrick|Sarah Henderson|Justin Pierce|Joseph Chan|Johnathan Staci Kim|Adriane Brown|Sajan Bhagat|Billy Valdes|Billy Waldeman|Javier Nunez|Luis N˙Òez|Christian Bruna|Alex Glen|ChloÎ Sevigny|Rosario Dawson
176::Living in Oblivion::Living in Oblivion::1995::Steve Buscemi|Catherine Keener|Dermot Mulroney|Danielle von Zerneck|James Le Gros|Rica Martens|Peter Dinklage|Kevin Corrigan|Hilary Gilford|Robert Wightman|Tom Jarmusch|Michael Griffiths|Matthew Grace|Ryan Bowker|Francesca DiMauro
177::Lord of Illusions::Lord of Illusions::1995::Scott Bakula|J. Trevor Edmond|Daniel von Bargen|Kevin J. O'Connor|Joseph Latimore|Sheila Tousey|Susan Traylor|Ashley Tesoro|Michael Angelo Stuno|Keith Brunsmann|Barbara Patrick|Wayne Grace|Mikey LeBeau|Robb Humphreys|Jimmy Shaw
178::Love & Human Remains::Love & Human Remains::1993::Thomas Gibson|Ruth Marshall|Cameron Bancroft|Mia Kirshner|Joanne Vannicola|Matthew Ferguson|Rick Roberts|Aidan Devine|Robert Higden|Sylvain Morin|Ben Watt|Karen Young|Serge Houde|Alex Wylding|Polly Shannon
179::Mad Love::Mad Love::1995::Chris O'Donnell|Drew Barrymore|Matthew Lillard|Richard Chaim|Robert Nadir|Joan Allen|Jude Ciccolella|Amy Sakasitz|T.J. Lowther|Kevin Dunn|Elaine Miles|Sharon Collar|Selene H. Vigil|Valerie M. Agnew|Roisin Dunne
