111::Truth About Cats & Dogs, The::Uma Thurman|Janeane Garofalo|Ben Chaplin|Jamie Foxx|James McCaffrey|Richard Coca|Stanley DeSantis|Antoinette Valente|Mitch Rouse|La Tanya M. Fisher|Faryn Einhorn|David Cross|Mary Lynn Rajskub|Bob Odenkirk|Dechen Thurman
112::Flipper::Elijah Wood|Paul Hogan|Jonathan Banks|Robert Deacon|Ann Carey|Mark Casella|Luke Halpin|Bill Kelley|Chelsea Field|Jason Fuchs|Lindsay Treco|Jessica Wesson|Mal Jones|Louis Seeger Crume|Bill Nolan
113::Horseman on the Roof, The::Juliette Binoche|Olivier Martinez|Pierre Arditi|François Cluzet|Jean Yanne|Claudio Amendola|Isabelle Carré|Carlo Cecchi|Christiane Cohendy|Jacques Sereys|Nathalie Krebs|Laura Marinoni|Elisabeth Margoni|Yolande Moreau|Christophe Odent
114::Wallace & Gromit: The Best of Aardman Animation::Maila Nurmi|Dolores Fuller|Paul Marco|Conrad Brooks|Loretta King|Lynn Lemon|Bela Lugosi|Bela Lugosi Jr.|Norma McCarty|Michael McCarthy|Mona McKinnon|Joseph F. Robertson|Lyle Talbot|Harry Thomas|Crawford John Thomas
115::Haunted World of Edward D. Wood Jr., The::Eileen Atkins|Kate Beckinsale|Sheila Burrell|Stephen Fry|Freddie Jones|Joanna Lumley|Ian McKellen|Miriam Margolyes|Rufus Sewell|Ivan Kaye|Jeremy Peters|Maria Miles|Christopher Bowen|Louise Rea|Sophie Revell
116::Cold Comfort Farm::Sean Connery|Nicolas Cage|Ed Harris|John Spencer|David Morse|William Forsythe|Michael Biehn|Vanessa Marcil|John C. McGinley|Gregory Sporleder|Tony Todd|Bokeem Woodbine|Jim Maniaci|Greg Collins|Brendan Kelly
117::Rock, The::Helen Hunt|Bill Paxton|Cary Elwes|Jami Gertz|Philip Seymour Hoffman|Lois Smith|Alan Ruck|Sean Whalen|Scott Thomson|Todd Field|Joey Slotnick|Wendle Josepher|Jeremy Davies|Zach Grenier|Gregory Sporleder
118::Twister::Demi Moore|Burt Reynolds|Armand Assante|Ving Rhames|Robert Patrick|Paul Guilfoyle|Jerry Grayson|Rumer Willis|Robert Stanton|William Hill|Stuart Pankin|Dina Spybey-Waters|PaSean Wilson|Pandora Peaks|Barbara Alyn Woods
119::Maya Lin: A Strong Clear Vision::Maya Lin|Maya Lin
120::Striptease::Will Smith|Bill Pullman|Jeff Goldblum|Mary McDonnell|Judd Hirsch|Robert Loggia|Randy Quaid|Margaret Colin|James Rebhorn|Harvey Fierstein|Adam Baldwin|Brent Spiner|James Duval|Vivica A. Fox|Lisa Jakub
121::Independence Day::Jim Carrey|Matthew Broderick|Leslie Mann|Jack Black|George Segal|Diane Baker|Ben Stiller|Eric Roberts|Janeane Garofalo|Andy Dick|Harry O'Reilly|David Cross|Amy Stiller|Owen Wilson|Keith Gibbs
122::Cable Guy, The::Michael J. Fox|Trini Alvarado|Peter Dobson|John Astin|Jeffrey Combs|Dee Wallace|Jake Busey|Chi McBride|Jim Fyfe|Troy Evans|Julianna McCarthy|R. Lee Ermey|Elizabeth Hawthorne|Angela Bloomfield|Desmond Kelly
123::Frighteners, The::Stephen Mendillo|Stephen J. Lang|Chris Cooper|Elizabeth Peña|Oni Faida Lampley|Eleese Lester|Joe Stevens|Gonzalo Castillo|Richard Coca|Clifton James|Tony Frank|Miriam Colon|Kris Kristofferson|Jeff Monahan|Matthew McConaughey
124::Lone Star::John Travolta|Kyra Sedgwick|Forest Whitaker|Robert Duvall|Jeffrey DeMunn|Richard Kiley|David Gallagher|Ashley Buccille|Tony Genaro|Sean O'Bryan|Michael Milhoan|Troy Evans|Bruce A. Young|Vyto Ruginis|Brent Spiner
125::Phenomenon::Alison Elliott|Ellen Burstyn|Marcia Gay Harden|Will Patton|Kieran Mulroney|Gailard Sartain|John M. Jackson|Louise De Cormier|Ida Griesemer|Lincoln Grow|Emerson Grow|Sam Lloyd Sr.|Lisa Louise Langford|Forrest Murray|Patty Smith
126::Spitfire Grill, The::Marlon Brando|Al Pacino|James Caan|Richard S. Castellano|Robert Duvall|Sterling Hayden|John Marley|Richard Conte|Al Lettieri|Diane Keaton|Abe Vigoda|Talia Shire|Gianni Russo|John Cazale|Rudy Bond
127::Godfather, The::Yun-Fat Chow|Tony Chiu-Wai Leung|Teresa Mo|Philip Chan|Phillip Chung-Fung Kwok|Anthony Chau-Sang Wong|Hoi-San Kwan|Wei Tung|Bowie Lam|Meng Lo|Bobbie Au-Yeung|Shui Ting Ng|Kong Lau|Wai-Sun Lam|Benny Lam
128::Supercop::Jennifer Tilly|Gina Gershon|Joe Pantoliano|John P. Ryan|Christopher Meloni|Richard C. Sarafian|Mary Mara|Susie Bright|Margaret Smith|Barry Kivel|Peter Spellos|Ivan Kane|Kevin Michael Richardson|Gene Borkan
129::Bound::Jennifer Jason Leigh|Miranda Richardson|Harry Belafonte|Michael Murphy|Dermot Mulroney|Steve Buscemi|Brooke Smith|Jane Adams|Jeff Feringa|A.C. Tony Smith|Martin Martin|Albert J. Burnes|Ajia Mignon Johnson|Tim Snay|Tawanna Benbow
130::Kansas City::Audrey Hepburn|George Peppard|Patricia Neal|Buddy Ebsen|Martin Balsam|José Luis de Vilallonga|John McGiver|Dorothy Whitney|Stanley Adams|Elvia Allman|Alan Reed|Beverly Powers|Claude Stroud|Orangey|Mickey Rooney
131::Breakfast at Tiffany's::Judy Garland|Frank Morgan|Ray Bolger|Bert Lahr|Jack Haley|Billie Burke|Margaret Hamilton|Charley Grapewin|Pat Walshe|Clara Blandick|Terry|The Singer Midgets
132::Wizard of Oz, The::Thomas Mitchell|Barbara O'Neil|Vivien Leigh|Evelyn Keyes|Ann Rutherford|George Reeves|Fred Crane|Hattie McDaniel|Oscar Polk|Butterfly McQueen|Victor Jory|Everett Brown|Howard Hickman|Alicia Rhett|Leslie Howard
133::Gone with the Wind::Joseph Cotten|Dorothy Comingore|Agnes Moorehead|Ruth Warrick|Ray Collins|Erskine Sanford|Everett Sloane|William Alland|Paul Stewart|George Coulouris|Fortunio Bonanova|Gus Schilling|Philip Van Zandt|Georgia Backus|Harry Shannon
134::Citizen Kane::Keir Dullea|Gary Lockwood|William Sylvester|Daniel Richter|Leonard Rossiter|Margaret Tyzack|Robert Beatty|Sean Sullivan|Douglas Rain|Frank Miller|Bill Weston|Ed Bishop|Glenn Beck|Alan Gifford|Ann Gillis
135::2001: A Space Odyssey::Jean Arthur|James Stewart|Claude Rains|Edward Arnold|Guy Kibbee|Thomas Mitchell|Eugene Pallette|Beulah Bondi|H.B. Warner|Harry Carey|Astrid Allwyn|Ruth Donnelly|Grant Mitchell|Porter Hall|H.V. Kaltenborn
136::Mr. Smith Goes to Washington::Marc Anthony|Tony Shalhoub|Stanley Tucci|Larry Block|Caroline Aaron|Andre Belgrader|Minnie Driver|Peter McRobbie|Isabella Rossellini|Liev Schreiber|Pasquale Cajano|Christine Tucci|Gene Canfield|Ian Holm|Allison Janney
137::Big Night::Emilio Estevez|Jeffrey Nordling|David Selby|Heidi Kling|Joshua Jackson|Joss Ackland|Elden Henson|Shaun Weiss|Vincent LaRusso|Matt Doherty|Garette Ratliff Henson|Marguerite Moreau|Michael Cudlitz|Christopher Orr|Aaron Lohr
138::D3: The Mighty Ducks::Don Alder|Ed Bernard|Kevin Chevalia|Anne Christianson|Ted D'Arms|Woody Eney|Kim Greist|Rich Hawkins|Robert Hays|Nurmi Husa|Jane Jones|Veronica Lauren|David MacIntyre|Kit McDonough|Mary Marsh
140::Homeward Bound: The Incredible Journey::Kirk Douglas|James Mason|Paul Lukas|Peter Lorre|Robert J. Wilke|Ted de Corsia|Carleton Young|J.M. Kerrigan|Percy Helton|Ted Cooper
141::Leagues Under the Sea::Angela Lansbury|David Tomlinson|Roddy McDowall|Sam Jaffe|John Ericson|Bruce Forsyth|Cindy O'Callaghan|Roy Snart|Ian Weighill|Tessie O'Shea|Arthur Gould-Porter|Ben Wrigley|Reginald Owen|Cyril Delevanti|Rick Traeger
142::Bedknobs and Broomsticks::Julie Andrews|Christopher Plummer|Eleanor Parker|Richard Haydn|Peggy Wood|Charmian Carr|Heather Menzies-Urich|Nicholas Hammond|Duane Chase|Angela Cartwright|Debbie Turner|Kym Karath|Anna Lee|Portia Nelson|Ben Wright
143::Sound of Music, The::Bruce Willis|Bonnie Bedelia|Reginald VelJohnson|Paul Gleason|William Atherton|Hart Bochner|James Shigeta|Alan Rickman|Alexander Godunov|Bruno Doyon|De'voreaux White|Andreas Wisniewski|Clarence Gilyard Jr.|Joey Plewa|Lorenzo Caccialanza
144::Die Hard::Jeff Fahey|Pierce Brosnan|Jenny Wright|Mark Bringelson|Geoffrey Lewis|Jeremy Slate|Dean Norris|Colleen Coffey|Jim Landis|Troy Evans|Rosalee Mayeux|Austin O'Brien|Michael Gregory|Joe Hart|John Laughlin
145::Lawnmower Man, The::Gena Rowlands|Marisa Tomei|Gérard Depardieu|Jake Lloyd|Moira Kelly|David Sherrill|David Thornton|Bridgette Wilson-Sampras|Bobby Cooper|Clint Howard|David Rowlands|Jamie Bozian|Christy Lenk|Brittney Lewis|Vinnie Curto
146::Unhook the Stars::Geena Davis|Samuel L. Jackson|Yvonne Zima|Craig Bierko|Tom Amandes|Brian Cox|Patrick Malahide|David Morse|Joseph McKenna|Melina Kanakaredes|Dan Warry-Smith|Kristen Bone|Jennifer Pisana|Rex Linn|Alan North
147::Long Kiss Goodnight, The::Michael Douglas|Val Kilmer|Tom Wilkinson|John Kani|Bernard Hill|Brian McCardie|Emily Mortimer|Om Puri|Henry Cele|Kurt Egelhof|Satchu Annamalai|Teddy Reddy|Raheem Khan|Jack Devnarain|Glen Gabela
148::Jude::Jon Favreau|Vince Vaughn|Ron Livingston|Patrick Van Horn|Alex Désert|Heather Graham|Deena Martin|Katherine Kendall|Brooke Langton|Blake Lindsley|Kevin James Kelly|Stephanie Ittleson|Vernon Vaughn|Joan Favreau|Rio Hackford
149::Willy Wonka and the Chocolate Factory::Jessica Fildes|James Fildes|Jessica Rains|Brian Avery|Spencer Milligan
150::Sleeper::Woody Allen|Diane Keaton|John Beck|Mary Gregory|Don Keefer|John McLiam|Bartlett Robinson|Chris Forbes|Mews Small|Peter Hobbs|Susan Miller|Lou Picetti|Ken Campbell|Al Ashton|Roger Hume
151::Fish Called Wanda, A::John Cleese|Jamie Lee Curtis|Kevin Kline|Michael Palin|Maria Aitken|Tom Georgeson|Patricia Hayes|Geoffrey Palmer|Cynthia Cleese|Mark Elwes|Neville Phillips|Peter Jonfield|Gwen Taylor|Sue Jones-Davies|Peter Brett
152::Monty Python's Life of Brian::Graham Chapman|John Cleese|Terry Gilliam|Eric Idle|Terry Jones|Michael Palin|Terence Bayler|Carol Cleveland|Kenneth Colley|Neil Innes|Charles McKeown|John Young|Wayne Knight|Paula Trueman|Alvin Myerovich
153::Dirty Dancing::Jennifer Grey|Patrick Swayze|Jerry Orbach|Cynthia Rhodes|Jack Weston|Jane Brucker|Kelly Bishop|Lonny Price|Max Cantor|Charles 'Honi' Coles|Neal Jones|Cousin Brucie' Morrow|Tony Cosmo|Stevo Polyi|Michael Sottile
154::Reservoir Dogs::Harvey Keitel|Tim Roth|Michael Madsen|Chris Penn|Steve Buscemi|Lawrence Tierney|Randy Brooks|Kirk Baltz|Edward Bunker|Quentin Tarantino|Rich Turner|David Steen|David Neidorf|Tom Berenger|Willem Dafoe
155::Platoon::Keith David|Forest Whitaker|Francesco Quinn|Kevin Dillon|John C. McGinley|Reggie Johnson|Mark Moses|Corey Glover|Johnny Depp|Chris Pedersen|Bob Orwig|Corkey Ford|Mark Kenneth Smaltz|Anthony Mannino|Polly Segal
156::Weekend at Bernie's::Andrew McCarthy|Jonathan Silverman|Catherine Mary Stewart|Terry Kiser|Don Calfa|Catherine Parks|Eloise DeJoria|Gregory Salata|Louis Giambalvo|Ted Kotcheff|Margaret Hall|Timothy Perez|Benjamin Mouton|Jack McGee|Bill Cable
157::Basic Instinct::Michael Douglas|Sharon Stone|George Dzundza|Jeanne Tripplehorn|Denis Arndt|Leilani Sarelle|Bruce A. Young|Chelcie Ross|Dorothy Malone|Wayne Knight|Daniel von Bargen|Stephen Tobolowsky|Barry Rohrssen|Leigh French|George Cheung
158::Glengarry Glen Ross::Al Pacino|Jack Lemmon|Alec Baldwin|Alan Arkin|Ed Harris|Kevin Spacey|Jonathan Pryce|Bruce Altman|Jude Ciccolella|Paul Butler|Lori Tan Chinn|Neal Jones|James Tolkan|Meg Ryan|Adrian Pasdar
159::Top Gun::Tom Cruise|Kelly McGillis|Val Kilmer|Anthony Edwards|Tom Skerritt|Michael Ironside|John Stockwell|Barry Tubb|Rick Rossovich|Tim Robbins|Clarence Gilyard Jr.|Whip Hubley
160::On Golden Pond::Katharine Hepburn|Henry Fonda|Jane Fonda|Doug McKeon|Dabney Coleman|William Lanteau|Christopher RydellVictor Spinetti|John Bluthal|Mike Grady
161::Return of the Pink Panther, The::Peter Sellers|Christopher Plummer|Catherine Schell|Herbert Lom|Peter Arne|Peter Jeffrey|Grégoire Aslan|David Lodge|Graham Stark|Eric Pohlmann|André Maranne|Burt Kwouk|Dick Warlock|Jimmie Ray Weeks|J. Kenneth Campbell
162::Abyss, The::Ed Harris|Mary Elizabeth Mastrantonio|Michael Biehn|Leo Burmester|Todd Graff|John Bedford Lloyd|J.C. Quinn|Kimberly Scott|Captain Kidd Brewer Jr.|George Robert Klek|Christopher Murphy|Adam Nelson
163::Jean de Florette::Yves Montand|Gérard Depardieu|Daniel Auteuil|Elisabeth Depardieu|Margarita Lozano|Ernestine Mazurowna|Armand Meffre|André Dupon|Pierre Nougaro|Jean Maurel|Roger Souza|Didier Pain|Pierre-Jean Rippert|Marc Betton|Clement Cal
164::Manon of the Spring::Yves Montand|Daniel Auteuil|Emmanuelle Béart|Hippolyte Girardot|Margarita Lozano|Yvonne Gamy|Ticky Holgado|Jean Bouchaud|Elisabeth Depardieu|Gabriel Bacquier|Armand Meffre|André Dupon|Pierre Nougaro|Jean Maurel|Roger Souza
165::Private Benjamin::Goldie Hawn|Eileen Brennan|Armand Assante|Robert Webber|Sam Wanamaker|Barbara Barrie|Mary Kay Place|Harry Dean Stanton|Albert Brooks|Alan Oppenheimer|Estelle Marlov|Everett Covin|Robert Hanley|Lee Wallace|James Dybas
166::Monty Python and the Holy Grail::Graham Chapman|John Cleese|Eric Idle|Terry Gilliam|Terry Jones|Michael Palin|Connie Booth|Carol Cleveland|Neil Innes|Bee Duffell|John Young|Rita Davies|Avril Stewart|Sally Kinghorn|Mark Zycon
167::Wrong Trousers, The::Robin Shou|Beatrice Chia|Keith Cooke|Hakim Alston|Craig Reid
168::Cinema Paradiso::Buffulo|Mindy Dhanjal|Duck|Kok Siu Hang|Lueng Shing Hung|Sammo Kam-Bo Hung|Loi Kwan Kam|Alice Lee|Mike Leeder|Chi-Ming Leung
169::Delicatessen::Antonella Attili|Enzo Cannavale|Isa Danieli|Leo Gullotta|Marco Leonardi|Pupella Maggio|Agnese Nano|Leopoldo Trieste|Salvatore Cascio|Tano Cimarosa|Nicola Di Pinto|Roberta Lena|Nino Terzo|Jacques Perrin|Philippe Noiret
170::Empire Strikes Back, The::Pascal Benezech|Dominique Pinon|Marie-Laure Dougnac|Jean-Claude Dreyfus|Karin Viard|Ticky Holgado|Anne-Marie Pisani|Boban Janevski|Mikael Todde|Edith Ker|Rufus|Jacques Mathou|Howard Vernon|Chick Ortega|Silvie Laguna
171::Princess Bride, The::Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|David Prowse|Peter Mayhew|Kenny Baker|Frank Oz|Alec Guinness|Jeremy Bulloch|John Hollis|Jack Purvis|Des Webb|Clive Revill
172::Raiders of the Lost Ark::Cary Elwes|Mandy Patinkin|Chris Sarandon|Christopher Guest|Wallace Shawn|André the Giant|Fred Savage|Robin Wright|Peter Falk|Peter Cook|Mel Smith|Carol Kane|Billy Crystal|Anne Dyson|Margery Mason
173::Brazil::Harrison Ford|Karen Allen|Paul Freeman|Ronald Lacey|John Rhys-Davies|Denholm Elliott|Alfred Molina|Wolf Kahler|Anthony Higgins|Vic Tablian|Don Fellows|William Hootkins|Bill Reimbold|Fred Sorenson|Patrick Durkin
174::Aliens::Jonathan Pryce|Robert De Niro|Katherine Helmond|Ian Holm|Bob Hoskins|Michael Palin|Ian Richardson|Peter Vaughan|Kim Greist|Jim Broadbent|Barbara Hicks|Charles McKeown|Derrick O'Connor|Kathryn Pogson|Bryan Pringle
175::Good, The Bad and The Ugly, The::Sigourney Weaver|Carrie Henn|Michael Biehn|Paul Reiser|Lance Henriksen|Bill Paxton|William Hope|Jenette Goldstein|Al Matthews|Mark Rolston|Ricco Ross|Colette Hiller|Daniel Kash|Cynthia Dale Scott|Tip Tipping
176::Angry Men::Eli Wallach|Clint Eastwood|Lee Van Cleef|Aldo Giuffrè|Luigi Pistilli|Rada Rassimov|Enzo Petito|Claudio Scarchilli|John Bartha|Livio Lorenzon|Antonio Casale|Sandro Scarchilli|Benito Stefanelli|Angelo Novi|Antonio Casas
177::Clockwork Orange, A::Martin Balsam|John Fiedler|Lee J. Cobb|E.G. Marshall|Jack Klugman|Edward Binns|Jack Warden|Henry Fonda|Joseph Sweeney|Ed Begley|George Voskovec|Robert Webber
178::Apocalypse Now::Malcolm McDowell|Patrick Magee|Michael Bates|Warren Clarke|John Clive|Adrienne Corri|Carl Duering|Paul Farrell|Clive Francis|Michael Gover|Miriam Karlin|James Marcus|Aubrey Morris|Godfrey Quigley|Sheila Raynor
179::Return of the Jedi::Marlon Brando|Martin Sheen|Robert Duvall|Frederic Forrest|Sam Bottoms|Laurence Fishburne|Albert Hall|Harrison Ford|Dennis Hopper|G.D. Spradlin|Jerry Ziesmer|Scott Glenn|Bo Byers|James Keane|Kerry Rossall
180::GoodFellas::Mark Hamill|Harrison Ford|Carrie Fisher|Billy Dee Williams|Anthony Daniels|Peter Mayhew|Sebastian Shaw|Ian McDiarmid|Frank Oz|James Earl Jones|David Prowse|Alec Guinness|Kenny Baker|Michael Pennington|Kenneth Colley
181::Alien::Robert De Niro|Ray Liotta|Joe Pesci|Lorraine Bracco|Paul Sorvino|Frank Sivero|Tony Darrow|Mike Starr|Frank Vincent|Chuck Low|Frank DiLeo|Henny Youngman|Gina Mastrogiacomo|Catherine Scorsese|Charles Scorsese
182::Army of Darkness::Bruce Campbell|Embeth Davidtz|Marcus Gilbert|Ian Abercrombie|Richard Grove|Timothy Patrick Quill|Michael Earl Reid|Bridget Fonda|Patricia Tallman|Ted Raimi|Deke Anderson|Bruce Thomas|Sara Shearer|Shiva Gordon|Billy Bryan
183::Psycho::Anthony Perkins|Vera Miles|John Gavin|Janet Leigh|Martin Balsam|John McIntire|Simon Oakland|Frank Albertson|Patricia Hitchcock|Vaughn Taylor|Lurene Tuttle|John Anderson|Mort Mills
184::Blues Brothers, The::Tom Erhart|Gerald Walling|John Belushi|Walter Levine|Frank Oz|Dan Aykroyd|Kathleen Freeman|Cab Calloway|Donald Dunn|Alonzo Atkins|James Brown|Chaka Khan|Southern California Community Choir|Armand Cerami|Steven Williams
185::Godfather: Part II, The::Al Pacino|Robert Duvall|Diane Keaton|Robert De Niro|John Cazale|Talia Shire|Lee Strasberg|Michael V. Gazzo|G.D. Spradlin|Richard Bright|Gastone Moschin|Tom Rosqui|Bruno Kirby|Frank Sivero|Francesca De Sapio
186::Full Metal Jacket::Matthew Modine|Adam Baldwin|Vincent D'Onofrio|R. Lee Ermey|Dorian Harewood|Kevyn Major Howard|Arliss Howard|Ed O'Ross|John Terry|Kieron Jecchinis|Kirk Taylor|Tim Colceri|Jon Stafford|Bruce Boa|Ian Tyler
187::Henry V::Derek Jacobi|Kenneth Branagh|Simon Shepherd|James Larkin|Brian Blessed|James Simmons|Paul Gregory|Charles Kay|Alec McCowen|Fabian Cartwright|Stephen Simms|Jay Villiers|Edward Jewesbury|Ian Holm|Danny Webb
188::Amadeus::F. Murray Abraham|Tom Hulce|Elizabeth Berridge|Roy Dotrice|Simon Callow|Christine Ebersole|Jeffrey Jones|Charles Kay|Kenneth McMillan|Kenny Baker|Lisbeth Bartlett|Barbara Bryne|Martin Cavina|Roderick Cook|Milan Demjanenko
189::Raging Bull::Robert De Niro|Cathy Moriarty|Joe Pesci|Frank Vincent|Nicholas Colasanto|Theresa Saldana|Mario Gallo|Frank Adonis|Joseph Bono|Frank Topham|Lori Anne Flax|Charles Scorsese|Don Dunphy|Bill Hanrahan|Rita Bennett
190::Right Stuff, The::Sam Shepard|Scott Glenn|Ed Harris|Dennis Quaid|Fred Ward|Barbara Hershey|Kim Stanley|Veronica Cartwright|Pamela Reed|Scott Paulin|Charles Frank|Lance Henriksen|Donald Moffat|Levon Helm|Mary Jo Deschanel
191::Sting, The::Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston|Eileen Brennan|Harold Gould|John Heffernan|Dana Elcar|Jack Kehoe|Dimitra Arliss|Robert Earl Jones|James Sloyan|Charles Dierkop|Lee Paul
192::Terminator, The::Lena Headey|Thomas Dekker|Summer Glau|Richard T. Jones|Brian Austin Green|Garret Dillahunt|Shirley Manson|
193::Dead Poets Society::Robin Williams|Robert Sean Leonard|Ethan Hawke|Josh Charles|Gale Hansen|Dylan Kussman|Allelon Ruggiero|James Waterston|Norman Lloyd|Kurtwood Smith|Carla Belver|Leon Pownall|George Martin|Joe Aufiery|Matt Carey
194::Graduate, The::Anne Bancroft|Dustin Hoffman|Katharine Ross|William Daniels|Murray Hamilton|Elizabeth Wilson|Buck Henry|Brian Avery|Walter Brooke|Norman Fell|Alice Ghostley|Marion Lorne|Eddra Gale
195::Nikita::Anne Parillaud|Marc Duret|Patrick Fontana|Alain Lathière|Laura Chéron|Jacques Boudet|Helene Aligier|Pierre-Alain de Garrigues|Patrick Pérez|Bruno Randon|Vincent Skimenti|Roland Blanche|Joseph Teruel|Jacques Disses|Stéphane Fey
196::Bridge on the River Kwai, The::William Holden|Alec Guinness|Jack Hawkins|Sessue Hayakawa|James Donald|Geoffrey Horne|André Morell|Peter Williams|John Boxer|Percy Herbert|Harold Goodwin|Ann Sears|Heihachirô Ôkawa|Keiichirô Katsumoto|M.R.B. Chakrabandhu
197::Shining, The::Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson|Philip Stone|Joe Turkel|Anne Jackson|Tony Burton|Lia Beldam|Billie Gibson|Barry Dennen|David Baxt|Manning Redwood|Lisa Burns
198::Evil Dead II::Bruce Campbell|Sarah Berry|Dan Hicks|Kassie Wesley DePaiva|Ted Raimi|Denise Bixler|Richard Domeier|John Peakes|Lou Hancock|Snowy Winters|Sol Abrams|Josh Becker|Scott Spiegel|Thomas Kidd|Mitch Cantor
199::Groundhog Day::Bill Murray|Andie MacDowell|Chris Elliott|Stephen Tobolowsky|Brian Doyle-Murray|Marita Geraghty|Angela Paton|Rick Ducommun|Rick Overton|Robin Duke|Carol Bivins|Willie Garson|Ken Hudson Campbell|Les Podewell|Rod Sell
200::Unforgiven::Clint Eastwood|Gene Hackman|Morgan Freeman|Richard Harris|Jaimz Woolvett|Saul Rubinek|Frances Fisher|Anna Levine|David Mucci|Rob Campbell|Anthony James|Tara Frederick|Beverley Elliott|Liisa Repo-Martell|Josie Smith
201::Back to the Future::Michael J. Fox|Christopher Lloyd|Lea Thompson|Crispin Glover|Thomas F. Wilson|Claudia Wells|Marc McClure|Wendie Jo Sperber|George DiCenzo|Frances Lee McCain|James Tolkan|J.J. Cohen|Casey Siemaszko|Billy Zane|Harry Waters Jr.
202::Patton::George C. Scott|Karl Malden|Stephen Young|Michael Strong|Carey Loftin|Albert Dumortier|Frank Latimore|Morgan Paull|Karl Michael Vogler|Bill Hickman|Pat Zurica|James Edwards|Lawrence Dobkin|David Bauer|John Barrie
203::Akira::Mitsuo Iwata|Nozomu Sasaki|Mami Koyama|Tesshô Genda|Hiroshi Ôtake|Kôichi Kitamura|Michihiro Ikemizu|Yuriko Fuchizaki|Masaaki Ôkura|Tarô Arakawa|Takeshi Kusao|Kazumi Tanaka|Masayuki Katô|Yôsuke Akimoto|Masato Hirano
204::Cyrano de Bergerac::Anne Brochet|Vincent Perez|Jacques Weber|Roland Bertin|Philippe Morier-Genoud|Pierre Maguelon|Josiane StolÃ©ru|Anatole Delalande|Alain Rimoux|Philippe Volter|Jean-Marie Winling|Louis Navarre|Gabriel Monnet|FranÃ§ois MariÃ©
205::Young Frankenstein::Gene Wilder|Peter Boyle|Marty Feldman|Madeline Kahn|Cloris Leachman|Teri Garr|Kenneth Mars|Richard Haydn|Liam Dunn|Danny Goldman|Oscar Beregi Jr.|Arthur Malet|Richard Roth|Monte Landis|Rusty Blitz
206::This Is Spinal Tap::Rob Reiner|Kimberly Stringer|Chazz Dominguez|Shari Hall|R.J. Parnell|David Kaff|Tony Hendra|Michael McKean|Christopher Guest|Harry Shearer|Bruno Kirby|Jean Cromie|Patrick Maher|Ed Begley Jr.|Danny Kortchmar
207::Indiana Jones and the Last Crusade::Harrison Ford|Sean Connery|Denholm Elliott|Alison Doody|John Rhys-Davies|Julian Glover|River Phoenix|Michael Byrne|Kevork Malikyan|Robert Eddison|Richard Young|Alexei Sayle|Alex Hyde-White|Paul Maxwell|Isla Blair
208::M*A*S*H::Donald Sutherland|Elliott Gould|Tom Skerritt|Sally Kellerman|Robert Duvall|Roger Bowen|Rene Auberjonois|David Arkin|Jo Ann Pflug|Gary Burghoff|Fred Williamson|Michael Murphy|Indus Arthur|Ken Prymus|Bobby Troup
